Milksop GPL Reflasher - 0.12 - (c)2002 andy@warmcat.com

CheapI2C on printer port at 0x378
Starting realtime...
Entering capture mode, your PC will appear frozen - press any key to end
      0uS: 50 W 00 
    653uS: 50 r 84 
  1.055mS: 21 W 59 47 
  1.055mS: 21 W 5A 06 
  1.059mS: 21 W 5B 88 
  1.060mS: 21 W 5D BF 
  1.055mS: 21 W 5E 35 
  1.055mS: 21 W 90 80 
  1.059mS: 21 W 30 BC 
  1.055mS: 21 W 31 DF 
  1.060mS: 21 W 32 02 
  1.069mS: 21 W CA F0 
  1.059mS: 21 W CE F0 
  1.062mS: 21 W 80 30 
 76.491mS: 21 W 88 D0 
  1.093mS: 21 W 88 F0 
 14.492mS: 21 W 30 CD 
  1.056mS: 21 W 31 20 
  1.055mS: 21 W 32 03 
  4.296mS: 21 W 90 00 
 11.784 S: 50 W 00 
    664uS: 50 r 84 12 00 00 05 50 13 5F 08 0A 23 8B BB 50 44 9D 00 00 
 68.634mS: 21 W 00 05 
  1.074mS: 21 W 00 
    652uS: 21 r 15 
  3.519mS: 21 W 09 
    652uS: 21 r 06 
    723uS: 21 W 01 48 
  1.058mS: 21 W 03 20 
  1.062mS: 21 W 04 90 
  1.058mS: 21 W 05 90 
  1.063mS: 21 W 06 EB 
  1.054mS: 21 W 07 E0 
  1.063mS: 21 W 08 68 
  1.060mS: 21 W 0E 0D 
  1.062mS: 21 W 0F 30 
  1.059mS: 21 W 10 06 
  1.054mS: 21 W 11 00 
  1.064mS: 21 W 12 9D 
  1.058mS: 21 W 13 80 
  1.062mS: 21 W 14 00 
  1.053mS: 21 W 15 04 
  1.062mS: 21 W 16 11 
  1.055mS: 21 W 17 98 
  1.063mS: 21 W 18 40 
  1.058mS: 21 W 19 80 
  1.063mS: 21 W 1A 77 
  1.055mS: 21 W 1B 42 
  1.062mS: 21 W 1C A9 
  1.055mS: 21 W 1D 01 
  1.062mS: 21 W 30 BC 
  1.059mS: 21 W 31 DF 
  1.061mS: 21 W 32 02 
  1.061mS: 21 W 34 F2 
  1.057mS: 21 W 35 00 
  1.063mS: 21 W 36 2D 
  1.058mS: 21 W 38 03 
  1.062mS: 21 W 39 10 
  1.058mS: 21 W 3A 00 
  1.062mS: 21 W 40 00 
  1.057mS: 21 W 80 00 
  1.062mS: 21 W 81 01 
  1.055mS: 21 W 82 00 
  1.059mS: 21 W 83 01 
  1.055mS: 21 W 84 20 
  1.063mS: 21 W 85 21 
  1.058mS: 21 W 86 C5 
  1.067mS: 21 W 87 01 
  1.061mS: 21 W 88 D0 
  1.058mS: 21 W 91 40 
  1.057mS: 21 W 92 40 
  1.063mS: 21 W 93 80 
  1.058mS: 21 W 94 02 
  1.062mS: 21 W 95 00 
  1.058mS: 21 W 96 D0 
  1.060mS: 21 W 97 02 
  1.055mS: 21 W 98 0D 
  1.062mS: 21 W 99 00 
  1.055mS: 21 W 9A 02 
  1.062mS: 21 W 9B 00 
  1.052mS: 21 W 9C A0 
  1.059mS: 21 W 9D 05 
  1.055mS: 21 W 9E 01 
  1.063mS: 21 W 9F 00 
  1.059mS: 21 W A0 01 
  1.063mS: 21 W A1 00 
  1.058mS: 21 W A2 00 
  1.055mS: 21 W A4 80 
  1.062mS: 21 W A5 40 
  1.058mS: 21 W A6 40 
  1.062mS: 21 W A8 00 
  1.055mS: 21 W A9 02 
  1.064mS: 21 W AA 00 
  1.054mS: 21 W AC 00 
  1.064mS: 21 W AD 01 
  1.057mS: 21 W AE 00 
  1.062mS: 21 W B0 00 
  1.055mS: 21 W B1 04 
  1.063mS: 21 W B2 00 
  1.055mS: 21 W B3 04 
  1.062mS: 21 W B4 01 
  1.059mS: 21 W B8 00 
  1.062mS: 21 W B9 00 
  1.060mS: 21 W BA 00 
  1.054mS: 21 W BB 00 
  1.062mS: 21 W BC 00 
  1.058mS: 21 W BD 00 
  1.064mS: 21 W BE 00 
  1.053mS: 21 W BF 00 
  1.063mS: 21 W C0 00 
  1.055mS: 21 W C1 08 
  1.062mS: 21 W C2 00 
  1.055mS: 21 W C3 80 
  1.056mS: 21 W C4 02 
  1.056mS: 21 W C5 00 
  1.062mS: 21 W C6 D0 
  1.125mS: 21 W C7 02 
  1.066mS: 21 W C8 14 
  1.062mS: 21 W C9 00 
  1.058mS: 21 W CA FD 
  1.062mS: 21 W CB 00 
  1.058mS: 21 W CE FD 
  1.063mS: 21 W CF 00 
  1.058mS: 21 W D4 80 
  1.059mS: 21 W D5 40 
  1.058mS: 21 W D6 40 
  1.062mS: 21 W DA 00 
  1.055mS: 21 W DD 02 
  1.061mS: 21 W DE 00 
  1.055mS: 21 W E0 00 
  1.060mS: 21 W E1 04 
  1.058mS: 21 W E2 00 
  1.062mS: 21 W E3 04 
  1.062mS: 21 W E4 01 
  1.059mS: 21 W E8 00 
  1.062mS: 21 W E9 00 
  1.109mS: 21 W EA 00 
  1.070mS: 21 W EB 00 
  1.058mS: 21 W  -interrupted-
  1.059mS: 21 W ED 00 
  1.058mS: 21 W EE 00 
  1.062mS: 21 W EF 00 
  1.055mS: 21 W F0 AD 
  1.063mS: 21 W F1 05 
  1.055mS: 21 W F2 50 
  1.059mS: 21 W F3 46 
  1.058mS: 21 W F4 00 
  1.062mS: 21 W F5 AD 
  1.057mS: 21 W F6 01 
  1.065mS: 21 W F7 4B 
  1.061mS: 21 W F8 00 
  1.081mS: 21 W F9 4B 
  1.058mS: 21 W FA 00 
  1.061mS: 21 W FB 4B 
  1.058mS: 21 W FC 00 
  1.062mS: 21 W FD 00 
  1.058mS: 21 W FE 00 
  1.062mS: 21 W FF 88 
  1.058mS: 21 W 91 48 
  1.062mS: 21 W 93 84 
  1.058mS: 21 W CC D0 
  1.059mS: 21 W CD 02 
  1.058mS: 21 W D0 01 
  1.063mS: 21 W D1 00 
  1.055mS: 21 W D2 00 
  1.064mS: 21 W D8 00 
  1.062mS: 21 W D9 04 
  1.059mS: 21 W DC 00 
  1.058mS: 21 W 88 F0 
  1.060mS: 21 W 30 CD 
  1.058mS: 21 W 31 20 
  1.061mS: 21 W 32 03 
  1.058mS: 21 W 34 CE 
  1.059mS: 21 W 35 FB 
  1.055mS: 21 W 36 30 
  1.062mS: 21 W 02 C6 
  1.055mS: 21 W 0D 04 
  1.056mS: 21 W 0C 40 
  1.054mS: 21 W 0A 96 
  1.063mS: 21 W 0B 41 
  1.055mS: 21 W 09 06 
  1.062mS: 21 W 98 05 
  1.093mS: 21 W 41 FF 
  1.057mS: 21 W 42 FF 
  1.055mS: 21 W 43 FF 
  1.063mS: 21 W 44 FF 
  1.055mS: 21 W 45 FF 
  1.062mS: 21 W 46 FF 
  1.051mS: 21 W 47 FF 
  1.060mS: 21 W 48 FF 
  1.055mS: 21 W 49 FF 
  1.063mS: 21 W 4A FF 
  1.054mS: 21 W 4B FF 
  1.064mS: 21 W 4C FF 
  1.050mS: 21 W 4D FF 
  1.063mS: 21 W 4E FF 
  1.058mS: 21 W 4F FF 
  1.063mS: 21 W 50 FF 
  1.062mS: 21 W 51 FF 
  1.059mS: 21 W 52 FF 
  1.063mS: 21 W 53 FF 
  1.054mS: 21 W 54 FF 
  1.063mS: 21 W 55 FF 
  1.054mS: 21 W 56 FF 
  1.063mS: 21 W 57 FF 
  1.054mS: 21 W 58 00 
  1.064mS: 21 W 59 47 
  1.057mS: 21 W 5A 06 
  1.065mS: 21 W 5B 88 
  1.058mS: 21 W 5D BF 
  1.055mS: 21 W 5E 35 
  1.058mS: 21 W 90 80 
  1.064mS: 21 W 30 BC 
  1.055mS: 21 W 31 DF 
  1.063mS: 21 W 32 02 
  1.071mS: 21 W CA F0 
  1.065mS: 21 W CE F0 
  1.062mS: 21 W 80 30 
 70.215mS: 21 W 88 D0 
  1.077mS: 21 W 88 F0 
 14.515mS: 21 W 30 CD 
  1.059mS: 21 W 31 20 
  1.060mS: 21 W 32 03 
  4.249mS: 21 W 90 00 
   Binary Hack Dump ../bin/lmilk written
Done
